Fecha,Precios de productos sujetos al sistema de franjas de precios (US$ por toneladas) - Maíz,fecha_carga
Jul01,113,2025-06-16
Ago01,112,2025-06-16
Sep01,107,2025-06-16
Oct01,106,2025-06-16
Nov01,113,2025-06-16
Dic01,112,2025-06-16
Ene02,116,2025-06-16
Feb02,113,2025-06-16
Mar02,113,2025-06-16
Abr02,108,2025-06-16
May02,115,2025-06-16
Jun02,117,2025-06-16
Jul02,123,2025-06-16
Ago02,133,2025-06-16
Sep02,132,2025-06-16
Oct02,133,2025-06-16
Nov02,133,2025-06-16
Dic02,129,2025-06-16
Ene03,130,2025-06-16
Feb03,127,2025-06-16
Mar03,127,2025-06-16
Abr03,126,2025-06-16
May03,130,2025-06-16
Jun03,129,2025-06-16
Jul03,117,2025-06-16
Ago03,127,2025-06-16
Sep03,124,2025-06-16
Oct03,132,2025-06-16
Nov03,135,2025-06-16
Dic03,134,2025-06-16
Ene04,141,2025-06-16
Feb04,146,2025-06-16
Mar04,152,2025-06-16
Abr04,153,2025-06-16
May04,150,2025-06-16
Jun04,139,2025-06-16
Jul04,122,2025-06-16
Ago04,127,2025-06-16
Sep04,116,2025-06-16
Oct04,117,2025-06-16
Nov04,117,2025-06-16
Dic04,119,2025-06-16
Ene05,118,2025-06-16
Feb05,120,2025-06-16
Mar05,121,2025-06-16
Abr05,118,2025-06-16
May05,118,2025-06-16
Jun05,121,2025-06-16
Jul05,129,2025-06-16
Ago05,118,2025-06-16
Sep05,118,2025-06-16
Oct05,125,2025-06-16
Nov05,117,2025-06-16
Dic05,126,2025-06-16
Ene06,124,2025-06-16
Feb06,129,2025-06-16
Mar06,125,2025-06-16
Abr06,129,2025-06-16
May06,135,2025-06-16
Jun06,129,2025-06-16
Jul06,136,2025-06-16
Ago06,138,2025-06-16
Sep06,145,2025-06-16
Oct06,172,2025-06-16
Nov06,190,2025-06-16
Dic06,185,2025-06-16
Ene07,195,2025-06-16
Feb07,204,2025-06-16
Mar07,187,2025-06-16
Abr07,177,2025-06-16
May07,185,2025-06-16
Jun07,185,2025-06-16
Jul07,167,2025-06-16
Ago07,177,2025-06-16
Sep07,194,2025-06-16
Oct07,199,2025-06-16
Nov07,207,2025-06-16
Dic07,227,2025-06-16
Ene08,241,2025-06-16
Feb08,254,2025-06-16
Mar08,257,2025-06-16
Abr08,270,2025-06-16
May08,264,2025-06-16
Jun08,326,2025-06-16
Jul08,271,2025-06-16
Ago08,272,2025-06-16
Sep08,256,2025-06-16
Oct08,202,2025-06-16
Nov08,183,2025-06-16
Dic08,195,2025-06-16
Ene09,197,2025-06-16
Feb09,180,2025-06-16
Mar09,194,2025-06-16
Abr09,191,2025-06-16
May09,209,2025-06-16
Jun09,197,2025-06-16
Jul09,180,2025-06-16
Ago09,181,2025-06-16
Sep09,185,2025-06-16
Oct09,203,2025-06-16
Nov09,202,2025-06-16
Dic09,207,2025-06-16
Ene10,192,2025-06-16
Feb10,190,2025-06-16
Mar10,183,2025-06-16
Abr10,186,2025-06-16
May10,188,2025-06-16
Jun10,182,2025-06-16
Jul10,196,2025-06-16
Ago10,220,2025-06-16
Sep10,260,2025-06-16
Oct10,280,2025-06-16
Nov10,260,2025-06-16
Dic10,285,2025-06-16
Ene11,299,2025-06-16
Feb11,325,2025-06-16
Mar11,313,2025-06-16
Abr11,343,2025-06-16
May11,342,2025-06-16
Jun11,318,2025-06-16
Jul11,332,2025-06-16
Ago11,338,2025-06-16
Sep11,305,2025-06-16
Oct11,305,2025-06-16
Nov11,288,2025-06-16
Dic11,286,2025-06-16
Ene12,295,2025-06-16
Feb12,304,2025-06-16
Mar12,301,2025-06-16
Abr12,295,2025-06-16
May12,293,2025-06-16
Jun12,300,2025-06-16
Jul12,365,2025-06-16
Ago12,358,2025-06-16
Sep12,339,2025-06-16
Oct12,343,2025-06-16
Nov12,353,2025-06-16
Dic12,328,2025-06-16
Ene13,333,2025-06-16
Feb13,323,2025-06-16
Mar13,337,2025-06-16
Abr13,306,2025-06-16
May13,318,2025-06-16
Jun13,344,2025-06-16
Jul13,274,2025-06-16
Ago13,251,2025-06-16
Sep13,243,2025-06-16
Oct13,234,2025-06-16
Nov13,235,2025-06-16
Dic13,233,2025-06-16
Ene14,232,2025-06-16
Feb14,247,2025-06-16
Mar14,258,2025-06-16
Abr14,255,2025-06-16
May14,242,2025-06-16
Jun14,235,2025-06-16
Jul14,217,2025-06-16
Ago14,213,2025-06-16
Sep14,200,2025-06-16
Oct14,211,2025-06-16
Nov14,213,2025-06-16
Dic14,209,2025-06-16
Ene15,203,2025-06-16
Feb15,200,2025-06-16
Mar15,199,2025-06-16
Abr15,199,2025-06-16
May15,190,2025-06-16
Jun15,197,2025-06-16
Jul15,202,2025-06-16
Ago15,188,2025-06-16
Sep15,197,2025-06-16
Oct15,200,2025-06-16
Nov15,191,2025-06-16
Dic15,188,2025-06-16
Ene16,193,2025-06-16
Feb16,185,2025-06-16
Mar16,162,2025-06-16
Abr16,168,2025-06-16
May16,174,2025-06-16
Jun16,190,2025-06-16
Jul16,173,2025-06-16
Ago16,167,2025-06-16
Sep16,161,2025-06-16
Oct16,166,2025-06-16
Nov16,163,2025-06-16
Dic16,159,2025-06-16
Ene17,167,2025-06-16
Feb17,171,2025-06-16
Mar17,163,2025-06-16
Abr17,160,2025-06-16
May17,160,2025-06-16
Jun17,161,2025-06-16
Jul17,162,2025-06-16
Ago17,158,2025-06-16
Sep17,154,2025-06-16
Oct17,157,2025-06-16
Nov17,156,2025-06-16
Dic17,156,2025-06-16
Ene18,164,2025-06-16
Feb18,170,2025-06-16
Mar18,183,2025-06-16
Abr18,193,2025-06-16
May18,195,2025-06-16
Jun18,172,2025-06-16
Jul18,161,2025-06-16
Ago18,170,2025-06-16
Sep18,158,2025-06-16
Oct18,166,2025-06-16
Nov18,164,2025-06-16
Dic18,169,2025-06-16
Ene19,171,2025-06-16
Feb19,177,2025-06-16
Mar19,175,2025-06-16
Abr19,167,2025-06-16
May19,176,2025-06-16
Jun19,197,2025-06-16
Jul19,196,2025-06-16
Ago19,175,2025-06-16
Sep19,158,2025-06-16
Oct19,171,2025-06-16
Nov19,171,2025-06-16
Dic19,171,2025-06-16
Ene20,177,2025-06-16
Feb20,176,2025-06-16
Mar20,170,2025-06-16
Abr20,154,2025-06-16
May20,149,2025-06-16
Jun20,161,2025-06-16
Jul20,169,2025-06-16
Ago20,166,2025-06-16
Sep20,187,2025-06-16
Oct20,219,2025-06-16
Nov20,223,2025-06-16
Dic20,221,2025-06-16
Ene21,245,2025-06-16
Feb21,252,2025-06-16
Mar21,253,2025-06-16
Abr21,275,2025-06-16
May21,315,2025-06-16
Jun21,302,2025-06-16
Jul21,299,2025-06-16
Ago21,264,2025-06-16
Sep21,276,2025-06-16
Oct21,269,2025-06-16
Nov21,266,2025-06-16
Dic21,273,2025-06-16
Ene22,285,2025-06-16
Feb22,306,2025-06-16
Mar22,362,2025-06-16
Abr22,355,2025-06-16
May22,352,2025-06-16
Jun22,341,2025-06-16
Jul22,309,2025-06-16
Ago22,306,2025-06-16
Sep22,326,2025-06-16
Oct22,365,2025-06-16
Nov22,341,2025-06-16
Dic22,309,2025-06-16
Ene23,304,2025-06-16
Feb23,298,2025-06-16
Mar23,290,2025-06-16
Abr23,294,2025-06-16
May23,269,2025-06-16
Jun23,274,2025-06-16
Jul23,247,2025-06-16
Ago23,217,2025-06-16
Sep23,233,2025-06-16
Oct23,228,2025-06-16
Nov23,212,2025-06-16
Dic23,205,2025-06-16
Ene24,204,2025-06-16
Feb24,193,2025-06-16
Mar24,191,2025-06-16
Abr24,192,2025-06-16
May24,198,2025-06-16
Jun24,196,2025-06-16
Jul24,184,2025-06-16
Ago24,183,2025-06-16
Sep24,202,2025-06-16
Oct24,210,2025-06-16
Nov24,208,2025-06-16
Dic24,207,2025-06-16
Ene25,219,2025-06-16
Feb25,227,2025-06-16
Mar25,209,2025-06-16
Abr25,220,2025-06-16
Jul01,113,2025-06-17
Ago01,112,2025-06-17
Sep01,107,2025-06-17
Oct01,106,2025-06-17
Nov01,113,2025-06-17
Dic01,112,2025-06-17
Ene02,116,2025-06-17
Feb02,113,2025-06-17
Mar02,113,2025-06-17
Abr02,108,2025-06-17
May02,115,2025-06-17
Jun02,117,2025-06-17
Jul02,123,2025-06-17
Ago02,133,2025-06-17
Sep02,132,2025-06-17
Oct02,133,2025-06-17
Nov02,133,2025-06-17
Dic02,129,2025-06-17
Ene03,130,2025-06-17
Feb03,127,2025-06-17
Mar03,127,2025-06-17
Abr03,126,2025-06-17
May03,130,2025-06-17
Jun03,129,2025-06-17
Jul03,117,2025-06-17
Ago03,127,2025-06-17
Sep03,124,2025-06-17
Oct03,132,2025-06-17
Nov03,135,2025-06-17
Dic03,134,2025-06-17
Ene04,141,2025-06-17
Feb04,146,2025-06-17
Mar04,152,2025-06-17
Abr04,153,2025-06-17
May04,150,2025-06-17
Jun04,139,2025-06-17
Jul04,122,2025-06-17
Ago04,127,2025-06-17
Sep04,116,2025-06-17
Oct04,117,2025-06-17
Nov04,117,2025-06-17
Dic04,119,2025-06-17
Ene05,118,2025-06-17
Feb05,120,2025-06-17
Mar05,121,2025-06-17
Abr05,118,2025-06-17
May05,118,2025-06-17
Jun05,121,2025-06-17
Jul05,129,2025-06-17
Ago05,118,2025-06-17
Sep05,118,2025-06-17
Oct05,125,2025-06-17
Nov05,117,2025-06-17
Dic05,126,2025-06-17
Ene06,124,2025-06-17
Feb06,129,2025-06-17
Mar06,125,2025-06-17
Abr06,129,2025-06-17
May06,135,2025-06-17
Jun06,129,2025-06-17
Jul06,136,2025-06-17
Ago06,138,2025-06-17
Sep06,145,2025-06-17
Oct06,172,2025-06-17
Nov06,190,2025-06-17
Dic06,185,2025-06-17
Ene07,195,2025-06-17
Feb07,204,2025-06-17
Mar07,187,2025-06-17
Abr07,177,2025-06-17
May07,185,2025-06-17
Jun07,185,2025-06-17
Jul07,167,2025-06-17
Ago07,177,2025-06-17
Sep07,194,2025-06-17
Oct07,199,2025-06-17
Nov07,207,2025-06-17
Dic07,227,2025-06-17
Ene08,241,2025-06-17
Feb08,254,2025-06-17
Mar08,257,2025-06-17
Abr08,270,2025-06-17
May08,264,2025-06-17
Jun08,326,2025-06-17
Jul08,271,2025-06-17
Ago08,272,2025-06-17
Sep08,256,2025-06-17
Oct08,202,2025-06-17
Nov08,183,2025-06-17
Dic08,195,2025-06-17
Ene09,197,2025-06-17
Feb09,180,2025-06-17
Mar09,194,2025-06-17
Abr09,191,2025-06-17
May09,209,2025-06-17
Jun09,197,2025-06-17
Jul09,180,2025-06-17
Ago09,181,2025-06-17
Sep09,185,2025-06-17
Oct09,203,2025-06-17
Nov09,202,2025-06-17
Dic09,207,2025-06-17
Ene10,192,2025-06-17
Feb10,190,2025-06-17
Mar10,183,2025-06-17
Abr10,186,2025-06-17
May10,188,2025-06-17
Jun10,182,2025-06-17
Jul10,196,2025-06-17
Ago10,220,2025-06-17
Sep10,260,2025-06-17
Oct10,280,2025-06-17
Nov10,260,2025-06-17
Dic10,285,2025-06-17
Ene11,299,2025-06-17
Feb11,325,2025-06-17
Mar11,313,2025-06-17
Abr11,343,2025-06-17
May11,342,2025-06-17
Jun11,318,2025-06-17
Jul11,332,2025-06-17
Ago11,338,2025-06-17
Sep11,305,2025-06-17
Oct11,305,2025-06-17
Nov11,288,2025-06-17
Dic11,286,2025-06-17
Ene12,295,2025-06-17
Feb12,304,2025-06-17
Mar12,301,2025-06-17
Abr12,295,2025-06-17
May12,293,2025-06-17
Jun12,300,2025-06-17
Jul12,365,2025-06-17
Ago12,358,2025-06-17
Sep12,339,2025-06-17
Oct12,343,2025-06-17
Nov12,353,2025-06-17
Dic12,328,2025-06-17
Ene13,333,2025-06-17
Feb13,323,2025-06-17
Mar13,337,2025-06-17
Abr13,306,2025-06-17
May13,318,2025-06-17
Jun13,344,2025-06-17
Jul13,274,2025-06-17
Ago13,251,2025-06-17
Sep13,243,2025-06-17
Oct13,234,2025-06-17
Nov13,235,2025-06-17
Dic13,233,2025-06-17
Ene14,232,2025-06-17
Feb14,247,2025-06-17
Mar14,258,2025-06-17
Abr14,255,2025-06-17
May14,242,2025-06-17
Jun14,235,2025-06-17
Jul14,217,2025-06-17
Ago14,213,2025-06-17
Sep14,200,2025-06-17
Oct14,211,2025-06-17
Nov14,213,2025-06-17
Dic14,209,2025-06-17
Ene15,203,2025-06-17
Feb15,200,2025-06-17
Mar15,199,2025-06-17
Abr15,199,2025-06-17
May15,190,2025-06-17
Jun15,197,2025-06-17
Jul15,202,2025-06-17
Ago15,188,2025-06-17
Sep15,197,2025-06-17
Oct15,200,2025-06-17
Nov15,191,2025-06-17
Dic15,188,2025-06-17
Ene16,193,2025-06-17
Feb16,185,2025-06-17
Mar16,162,2025-06-17
Abr16,168,2025-06-17
May16,174,2025-06-17
Jun16,190,2025-06-17
Jul16,173,2025-06-17
Ago16,167,2025-06-17
Sep16,161,2025-06-17
Oct16,166,2025-06-17
Nov16,163,2025-06-17
Dic16,159,2025-06-17
Ene17,167,2025-06-17
Feb17,171,2025-06-17
Mar17,163,2025-06-17
Abr17,160,2025-06-17
May17,160,2025-06-17
Jun17,161,2025-06-17
Jul17,162,2025-06-17
Ago17,158,2025-06-17
Sep17,154,2025-06-17
Oct17,157,2025-06-17
Nov17,156,2025-06-17
Dic17,156,2025-06-17
Ene18,164,2025-06-17
Feb18,170,2025-06-17
Mar18,183,2025-06-17
Abr18,193,2025-06-17
May18,195,2025-06-17
Jun18,172,2025-06-17
Jul18,161,2025-06-17
Ago18,170,2025-06-17
Sep18,158,2025-06-17
Oct18,166,2025-06-17
Nov18,164,2025-06-17
Dic18,169,2025-06-17
Ene19,171,2025-06-17
Feb19,177,2025-06-17
Mar19,175,2025-06-17
Abr19,167,2025-06-17
May19,176,2025-06-17
Jun19,197,2025-06-17
Jul19,196,2025-06-17
Ago19,175,2025-06-17
Sep19,158,2025-06-17
Oct19,171,2025-06-17
Nov19,171,2025-06-17
Dic19,171,2025-06-17
Ene20,177,2025-06-17
Feb20,176,2025-06-17
Mar20,170,2025-06-17
Abr20,154,2025-06-17
May20,149,2025-06-17
Jun20,161,2025-06-17
Jul20,169,2025-06-17
Ago20,166,2025-06-17
Sep20,187,2025-06-17
Oct20,219,2025-06-17
Nov20,223,2025-06-17
Dic20,221,2025-06-17
Ene21,245,2025-06-17
Feb21,252,2025-06-17
Mar21,253,2025-06-17
Abr21,275,2025-06-17
May21,315,2025-06-17
Jun21,302,2025-06-17
Jul21,299,2025-06-17
Ago21,264,2025-06-17
Sep21,276,2025-06-17
Oct21,269,2025-06-17
Nov21,266,2025-06-17
Dic21,273,2025-06-17
Ene22,285,2025-06-17
Feb22,306,2025-06-17
Mar22,362,2025-06-17
Abr22,355,2025-06-17
May22,352,2025-06-17
Jun22,341,2025-06-17
Jul22,309,2025-06-17
Ago22,306,2025-06-17
Sep22,326,2025-06-17
Oct22,365,2025-06-17
Nov22,341,2025-06-17
Dic22,309,2025-06-17
Ene23,304,2025-06-17
Feb23,298,2025-06-17
Mar23,290,2025-06-17
Abr23,294,2025-06-17
May23,269,2025-06-17
Jun23,274,2025-06-17
Jul23,247,2025-06-17
Ago23,217,2025-06-17
Sep23,233,2025-06-17
Oct23,228,2025-06-17
Nov23,212,2025-06-17
Dic23,205,2025-06-17
Ene24,204,2025-06-17
Feb24,193,2025-06-17
Mar24,191,2025-06-17
Abr24,192,2025-06-17
May24,198,2025-06-17
Jun24,196,2025-06-17
Jul24,184,2025-06-17
Ago24,183,2025-06-17
Sep24,202,2025-06-17
Oct24,210,2025-06-17
Nov24,208,2025-06-17
Dic24,207,2025-06-17
Ene25,219,2025-06-17
Feb25,227,2025-06-17
Mar25,209,2025-06-17
Abr25,220,2025-06-17
Jul01,113,2025-06-18
Ago01,112,2025-06-18
Sep01,107,2025-06-18
Oct01,106,2025-06-18
Nov01,113,2025-06-18
Dic01,112,2025-06-18
Ene02,116,2025-06-18
Feb02,113,2025-06-18
Mar02,113,2025-06-18
Abr02,108,2025-06-18
May02,115,2025-06-18
Jun02,117,2025-06-18
Jul02,123,2025-06-18
Ago02,133,2025-06-18
Sep02,132,2025-06-18
Oct02,133,2025-06-18
Nov02,133,2025-06-18
Dic02,129,2025-06-18
Ene03,130,2025-06-18
Feb03,127,2025-06-18
Mar03,127,2025-06-18
Abr03,126,2025-06-18
May03,130,2025-06-18
Jun03,129,2025-06-18
Jul03,117,2025-06-18
Ago03,127,2025-06-18
Sep03,124,2025-06-18
Oct03,132,2025-06-18
Nov03,135,2025-06-18
Dic03,134,2025-06-18
Ene04,141,2025-06-18
Feb04,146,2025-06-18
Mar04,152,2025-06-18
Abr04,153,2025-06-18
May04,150,2025-06-18
Jun04,139,2025-06-18
Jul04,122,2025-06-18
Ago04,127,2025-06-18
Sep04,116,2025-06-18
Oct04,117,2025-06-18
Nov04,117,2025-06-18
Dic04,119,2025-06-18
Ene05,118,2025-06-18
Feb05,120,2025-06-18
Mar05,121,2025-06-18
Abr05,118,2025-06-18
May05,118,2025-06-18
Jun05,121,2025-06-18
Jul05,129,2025-06-18
Ago05,118,2025-06-18
Sep05,118,2025-06-18
Oct05,125,2025-06-18
Nov05,117,2025-06-18
Dic05,126,2025-06-18
Ene06,124,2025-06-18
Feb06,129,2025-06-18
Mar06,125,2025-06-18
Abr06,129,2025-06-18
May06,135,2025-06-18
Jun06,129,2025-06-18
Jul06,136,2025-06-18
Ago06,138,2025-06-18
Sep06,145,2025-06-18
Oct06,172,2025-06-18
Nov06,190,2025-06-18
Dic06,185,2025-06-18
Ene07,195,2025-06-18
Feb07,204,2025-06-18
Mar07,187,2025-06-18
Abr07,177,2025-06-18
May07,185,2025-06-18
Jun07,185,2025-06-18
Jul07,167,2025-06-18
Ago07,177,2025-06-18
Sep07,194,2025-06-18
Oct07,199,2025-06-18
Nov07,207,2025-06-18
Dic07,227,2025-06-18
Ene08,241,2025-06-18
Feb08,254,2025-06-18
Mar08,257,2025-06-18
Abr08,270,2025-06-18
May08,264,2025-06-18
Jun08,326,2025-06-18
Jul08,271,2025-06-18
Ago08,272,2025-06-18
Sep08,256,2025-06-18
Oct08,202,2025-06-18
Nov08,183,2025-06-18
Dic08,195,2025-06-18
Ene09,197,2025-06-18
Feb09,180,2025-06-18
Mar09,194,2025-06-18
Abr09,191,2025-06-18
May09,209,2025-06-18
Jun09,197,2025-06-18
Jul09,180,2025-06-18
Ago09,181,2025-06-18
Sep09,185,2025-06-18
Oct09,203,2025-06-18
Nov09,202,2025-06-18
Dic09,207,2025-06-18
Ene10,192,2025-06-18
Feb10,190,2025-06-18
Mar10,183,2025-06-18
Abr10,186,2025-06-18
May10,188,2025-06-18
Jun10,182,2025-06-18
Jul10,196,2025-06-18
Ago10,220,2025-06-18
Sep10,260,2025-06-18
Oct10,280,2025-06-18
Nov10,260,2025-06-18
Dic10,285,2025-06-18
Ene11,299,2025-06-18
Feb11,325,2025-06-18
Mar11,313,2025-06-18
Abr11,343,2025-06-18
May11,342,2025-06-18
Jun11,318,2025-06-18
Jul11,332,2025-06-18
Ago11,338,2025-06-18
Sep11,305,2025-06-18
Oct11,305,2025-06-18
Nov11,288,2025-06-18
Dic11,286,2025-06-18
Ene12,295,2025-06-18
Feb12,304,2025-06-18
Mar12,301,2025-06-18
Abr12,295,2025-06-18
May12,293,2025-06-18
Jun12,300,2025-06-18
Jul12,365,2025-06-18
Ago12,358,2025-06-18
Sep12,339,2025-06-18
Oct12,343,2025-06-18
Nov12,353,2025-06-18
Dic12,328,2025-06-18
Ene13,333,2025-06-18
Feb13,323,2025-06-18
Mar13,337,2025-06-18
Abr13,306,2025-06-18
May13,318,2025-06-18
Jun13,344,2025-06-18
Jul13,274,2025-06-18
Ago13,251,2025-06-18
Sep13,243,2025-06-18
Oct13,234,2025-06-18
Nov13,235,2025-06-18
Dic13,233,2025-06-18
Ene14,232,2025-06-18
Feb14,247,2025-06-18
Mar14,258,2025-06-18
Abr14,255,2025-06-18
May14,242,2025-06-18
Jun14,235,2025-06-18
Jul14,217,2025-06-18
Ago14,213,2025-06-18
Sep14,200,2025-06-18
Oct14,211,2025-06-18
Nov14,213,2025-06-18
Dic14,209,2025-06-18
Ene15,203,2025-06-18
Feb15,200,2025-06-18
Mar15,199,2025-06-18
Abr15,199,2025-06-18
May15,190,2025-06-18
Jun15,197,2025-06-18
Jul15,202,2025-06-18
Ago15,188,2025-06-18
Sep15,197,2025-06-18
Oct15,200,2025-06-18
Nov15,191,2025-06-18
Dic15,188,2025-06-18
Ene16,193,2025-06-18
Feb16,185,2025-06-18
Mar16,162,2025-06-18
Abr16,168,2025-06-18
May16,174,2025-06-18
Jun16,190,2025-06-18
Jul16,173,2025-06-18
Ago16,167,2025-06-18
Sep16,161,2025-06-18
Oct16,166,2025-06-18
Nov16,163,2025-06-18
Dic16,159,2025-06-18
Ene17,167,2025-06-18
Feb17,171,2025-06-18
Mar17,163,2025-06-18
Abr17,160,2025-06-18
May17,160,2025-06-18
Jun17,161,2025-06-18
Jul17,162,2025-06-18
Ago17,158,2025-06-18
Sep17,154,2025-06-18
Oct17,157,2025-06-18
Nov17,156,2025-06-18
Dic17,156,2025-06-18
Ene18,164,2025-06-18
Feb18,170,2025-06-18
Mar18,183,2025-06-18
Abr18,193,2025-06-18
May18,195,2025-06-18
Jun18,172,2025-06-18
Jul18,161,2025-06-18
Ago18,170,2025-06-18
Sep18,158,2025-06-18
Oct18,166,2025-06-18
Nov18,164,2025-06-18
Dic18,169,2025-06-18
Ene19,171,2025-06-18
Feb19,177,2025-06-18
Mar19,175,2025-06-18
Abr19,167,2025-06-18
May19,176,2025-06-18
Jun19,197,2025-06-18
Jul19,196,2025-06-18
Ago19,175,2025-06-18
Sep19,158,2025-06-18
Oct19,171,2025-06-18
Nov19,171,2025-06-18
Dic19,171,2025-06-18
Ene20,177,2025-06-18
Feb20,176,2025-06-18
Mar20,170,2025-06-18
Abr20,154,2025-06-18
May20,149,2025-06-18
Jun20,161,2025-06-18
Jul20,169,2025-06-18
Ago20,166,2025-06-18
Sep20,187,2025-06-18
Oct20,219,2025-06-18
Nov20,223,2025-06-18
Dic20,221,2025-06-18
Ene21,245,2025-06-18
Feb21,252,2025-06-18
Mar21,253,2025-06-18
Abr21,275,2025-06-18
May21,315,2025-06-18
Jun21,302,2025-06-18
Jul21,299,2025-06-18
Ago21,264,2025-06-18
Sep21,276,2025-06-18
Oct21,269,2025-06-18
Nov21,266,2025-06-18
Dic21,273,2025-06-18
Ene22,285,2025-06-18
Feb22,306,2025-06-18
Mar22,362,2025-06-18
Abr22,355,2025-06-18
May22,352,2025-06-18
Jun22,341,2025-06-18
Jul22,309,2025-06-18
Ago22,306,2025-06-18
Sep22,326,2025-06-18
Oct22,365,2025-06-18
Nov22,341,2025-06-18
Dic22,309,2025-06-18
Ene23,304,2025-06-18
Feb23,298,2025-06-18
Mar23,290,2025-06-18
Abr23,294,2025-06-18
May23,269,2025-06-18
Jun23,274,2025-06-18
Jul23,247,2025-06-18
Ago23,217,2025-06-18
Sep23,233,2025-06-18
Oct23,228,2025-06-18
Nov23,212,2025-06-18
Dic23,205,2025-06-18
Ene24,204,2025-06-18
Feb24,193,2025-06-18
Mar24,191,2025-06-18
Abr24,192,2025-06-18
May24,198,2025-06-18
Jun24,196,2025-06-18
Jul24,184,2025-06-18
Ago24,183,2025-06-18
Sep24,202,2025-06-18
Oct24,210,2025-06-18
Nov24,208,2025-06-18
Dic24,207,2025-06-18
Ene25,219,2025-06-18
Feb25,227,2025-06-18
Mar25,209,2025-06-18
Abr25,220,2025-06-18
Jul01,113,2025-06-19
Ago01,112,2025-06-19
Sep01,107,2025-06-19
Oct01,106,2025-06-19
Nov01,113,2025-06-19
Dic01,112,2025-06-19
Ene02,116,2025-06-19
Feb02,113,2025-06-19
Mar02,113,2025-06-19
Abr02,108,2025-06-19
May02,115,2025-06-19
Jun02,117,2025-06-19
Jul02,123,2025-06-19
Ago02,133,2025-06-19
Sep02,132,2025-06-19
Oct02,133,2025-06-19
Nov02,133,2025-06-19
Dic02,129,2025-06-19
Ene03,130,2025-06-19
Feb03,127,2025-06-19
Mar03,127,2025-06-19
Abr03,126,2025-06-19
May03,130,2025-06-19
Jun03,129,2025-06-19
Jul03,117,2025-06-19
Ago03,127,2025-06-19
Sep03,124,2025-06-19
Oct03,132,2025-06-19
Nov03,135,2025-06-19
Dic03,134,2025-06-19
Ene04,141,2025-06-19
Feb04,146,2025-06-19
Mar04,152,2025-06-19
Abr04,153,2025-06-19
May04,150,2025-06-19
Jun04,139,2025-06-19
Jul04,122,2025-06-19
Ago04,127,2025-06-19
Sep04,116,2025-06-19
Oct04,117,2025-06-19
Nov04,117,2025-06-19
Dic04,119,2025-06-19
Ene05,118,2025-06-19
Feb05,120,2025-06-19
Mar05,121,2025-06-19
Abr05,118,2025-06-19
May05,118,2025-06-19
Jun05,121,2025-06-19
Jul05,129,2025-06-19
Ago05,118,2025-06-19
Sep05,118,2025-06-19
Oct05,125,2025-06-19
Nov05,117,2025-06-19
Dic05,126,2025-06-19
Ene06,124,2025-06-19
Feb06,129,2025-06-19
Mar06,125,2025-06-19
Abr06,129,2025-06-19
May06,135,2025-06-19
Jun06,129,2025-06-19
Jul06,136,2025-06-19
Ago06,138,2025-06-19
Sep06,145,2025-06-19
Oct06,172,2025-06-19
Nov06,190,2025-06-19
Dic06,185,2025-06-19
Ene07,195,2025-06-19
Feb07,204,2025-06-19
Mar07,187,2025-06-19
Abr07,177,2025-06-19
May07,185,2025-06-19
Jun07,185,2025-06-19
Jul07,167,2025-06-19
Ago07,177,2025-06-19
Sep07,194,2025-06-19
Oct07,199,2025-06-19
Nov07,207,2025-06-19
Dic07,227,2025-06-19
Ene08,241,2025-06-19
Feb08,254,2025-06-19
Mar08,257,2025-06-19
Abr08,270,2025-06-19
May08,264,2025-06-19
Jun08,326,2025-06-19
Jul08,271,2025-06-19
Ago08,272,2025-06-19
Sep08,256,2025-06-19
Oct08,202,2025-06-19
Nov08,183,2025-06-19
Dic08,195,2025-06-19
Ene09,197,2025-06-19
Feb09,180,2025-06-19
Mar09,194,2025-06-19
Abr09,191,2025-06-19
May09,209,2025-06-19
Jun09,197,2025-06-19
Jul09,180,2025-06-19
Ago09,181,2025-06-19
Sep09,185,2025-06-19
Oct09,203,2025-06-19
Nov09,202,2025-06-19
Dic09,207,2025-06-19
Ene10,192,2025-06-19
Feb10,190,2025-06-19
Mar10,183,2025-06-19
Abr10,186,2025-06-19
May10,188,2025-06-19
Jun10,182,2025-06-19
Jul10,196,2025-06-19
Ago10,220,2025-06-19
Sep10,260,2025-06-19
Oct10,280,2025-06-19
Nov10,260,2025-06-19
Dic10,285,2025-06-19
Ene11,299,2025-06-19
Feb11,325,2025-06-19
Mar11,313,2025-06-19
Abr11,343,2025-06-19
May11,342,2025-06-19
Jun11,318,2025-06-19
Jul11,332,2025-06-19
Ago11,338,2025-06-19
Sep11,305,2025-06-19
Oct11,305,2025-06-19
Nov11,288,2025-06-19
Dic11,286,2025-06-19
Ene12,295,2025-06-19
Feb12,304,2025-06-19
Mar12,301,2025-06-19
Abr12,295,2025-06-19
May12,293,2025-06-19
Jun12,300,2025-06-19
Jul12,365,2025-06-19
Ago12,358,2025-06-19
Sep12,339,2025-06-19
Oct12,343,2025-06-19
Nov12,353,2025-06-19
Dic12,328,2025-06-19
Ene13,333,2025-06-19
Feb13,323,2025-06-19
Mar13,337,2025-06-19
Abr13,306,2025-06-19
May13,318,2025-06-19
Jun13,344,2025-06-19
Jul13,274,2025-06-19
Ago13,251,2025-06-19
Sep13,243,2025-06-19
Oct13,234,2025-06-19
Nov13,235,2025-06-19
Dic13,233,2025-06-19
