fecha_consulta,tipo_interes,valor,unidad,frecuencia,fuente
2026-02-26,Moneda Nacional (TAMN+1),17.13,porcentaje,anual,SBS
2026-02-26,Moneda Nacional (TAMN+2),18.13,porcentaje,anual,SBS
2026-02-26,Moneda Extranjera (TAMEX),10.06,porcentaje,anual,SBS
2026-02-27,Moneda Nacional (TAMN),16.16,porcentaje,anual,SBS
2026-02-27,Moneda Nacional (TAMN+1),17.16,porcentaje,anual,SBS
2026-02-27,Moneda Nacional (TAMN+2),18.16,porcentaje,anual,SBS
2026-02-27,Moneda Extranjera (TAMEX),10.05,porcentaje,anual,SBS
2026-02-28,Moneda Nacional (TAMN),17.01,porcentaje,anual,SBS
2026-02-28,Moneda Nacional (TAMN+1),18.01,porcentaje,anual,SBS
2026-02-28,Moneda Nacional (TAMN+2),19.01,porcentaje,anual,SBS
2026-02-28,Moneda Extranjera (TAMEX),9.93,porcentaje,anual,SBS
2026-03-01,Moneda Nacional (TAMN),17.01,porcentaje,anual,SBS
2026-03-01,Moneda Nacional (TAMN+1),18.01,porcentaje,anual,SBS
2026-03-01,Moneda Nacional (TAMN+2),19.01,porcentaje,anual,SBS
2026-03-01,Moneda Extranjera (TAMEX),9.93,porcentaje,anual,SBS
2026-03-02,Moneda Nacional (TAMN),17.01,porcentaje,anual,SBS
2026-03-02,Moneda Nacional (TAMN+1),18.01,porcentaje,anual,SBS
2026-03-02,Moneda Nacional (TAMN+2),19.01,porcentaje,anual,SBS
2026-03-02,Moneda Extranjera (TAMEX),9.93,porcentaje,anual,SBS
2026-03-03,Moneda Nacional (TAMN),16.99,porcentaje,anual,SBS
2026-03-03,Moneda Nacional (TAMN+1),17.99,porcentaje,anual,SBS
2026-03-03,Moneda Nacional (TAMN+2),18.99,porcentaje,anual,SBS
2026-03-03,Moneda Extranjera (TAMEX),10.0,porcentaje,anual,SBS
2026-03-04,Moneda Nacional (TAMN),16.14,porcentaje,anual,SBS
2026-03-04,Moneda Nacional (TAMN+1),17.14,porcentaje,anual,SBS
2026-03-04,Moneda Nacional (TAMN+2),18.14,porcentaje,anual,SBS
2026-03-04,Moneda Extranjera (TAMEX),9.99,porcentaje,anual,SBS
2026-03-05,Moneda Nacional (TAMN),16.97,porcentaje,anual,SBS
2026-03-05,Moneda Nacional (TAMN+1),17.97,porcentaje,anual,SBS
2026-03-05,Moneda Nacional (TAMN+2),18.97,porcentaje,anual,SBS
2026-03-05,Moneda Extranjera (TAMEX),9.91,porcentaje,anual,SBS
2026-03-06,Moneda Nacional (TAMN),16.99,porcentaje,anual,SBS
2026-03-06,Moneda Nacional (TAMN+1),17.99,porcentaje,anual,SBS
2026-03-06,Moneda Nacional (TAMN+2),18.99,porcentaje,anual,SBS
2026-03-06,Moneda Extranjera (TAMEX),9.86,porcentaje,anual,SBS
2026-03-07,Moneda Nacional (TAMN),16.89,porcentaje,anual,SBS
2026-03-07,Moneda Nacional (TAMN+1),17.89,porcentaje,anual,SBS
2026-03-07,Moneda Nacional (TAMN+2),18.89,porcentaje,anual,SBS
2026-03-07,Moneda Extranjera (TAMEX),9.7,porcentaje,anual,SBS
2026-03-08,Moneda Nacional (TAMN),16.89,porcentaje,anual,SBS
2026-03-08,Moneda Nacional (TAMN+1),17.89,porcentaje,anual,SBS
2026-03-08,Moneda Nacional (TAMN+2),18.89,porcentaje,anual,SBS
2026-03-08,Moneda Extranjera (TAMEX),9.7,porcentaje,anual,SBS
2026-03-09,Moneda Nacional (TAMN),16.89,porcentaje,anual,SBS
2026-03-09,Moneda Nacional (TAMN+1),17.89,porcentaje,anual,SBS
2026-03-09,Moneda Nacional (TAMN+2),18.89,porcentaje,anual,SBS
2026-03-09,Moneda Extranjera (TAMEX),9.7,porcentaje,anual,SBS
2026-03-10,Moneda Nacional (TAMN),16.87,porcentaje,anual,SBS
2026-03-10,Moneda Nacional (TAMN+1),17.87,porcentaje,anual,SBS
2026-03-10,Moneda Nacional (TAMN+2),18.87,porcentaje,anual,SBS
2026-03-10,Moneda Extranjera (TAMEX),9.78,porcentaje,anual,SBS
2026-03-11,Moneda Nacional (TAMN),16.97,porcentaje,anual,SBS
2026-03-11,Moneda Nacional (TAMN+1),17.97,porcentaje,anual,SBS
2026-03-11,Moneda Nacional (TAMN+2),18.97,porcentaje,anual,SBS
2026-03-11,Moneda Extranjera (TAMEX),9.8,porcentaje,anual,SBS
2026-03-12,Moneda Nacional (TAMN),17.01,porcentaje,anual,SBS
2026-03-12,Moneda Nacional (TAMN+1),18.01,porcentaje,anual,SBS
2026-03-12,Moneda Nacional (TAMN+2),19.01,porcentaje,anual,SBS
2026-03-12,Moneda Extranjera (TAMEX),9.78,porcentaje,anual,SBS
2026-03-13,Moneda Nacional (TAMN),17.05,porcentaje,anual,SBS
2026-03-13,Moneda Nacional (TAMN+1),18.05,porcentaje,anual,SBS
2026-03-13,Moneda Nacional (TAMN+2),19.05,porcentaje,anual,SBS
2026-03-13,Moneda Extranjera (TAMEX),9.78,porcentaje,anual,SBS
2026-03-14,Moneda Nacional (TAMN),17.03,porcentaje,anual,SBS
2026-03-14,Moneda Nacional (TAMN+1),18.03,porcentaje,anual,SBS
2026-03-14,Moneda Nacional (TAMN+2),19.03,porcentaje,anual,SBS
2026-03-14,Moneda Extranjera (TAMEX),9.77,porcentaje,anual,SBS
2026-03-15,Moneda Nacional (TAMN),17.03,porcentaje,anual,SBS
2026-03-15,Moneda Nacional (TAMN+1),18.03,porcentaje,anual,SBS
2026-03-15,Moneda Nacional (TAMN+2),19.03,porcentaje,anual,SBS
2026-03-15,Moneda Extranjera (TAMEX),9.77,porcentaje,anual,SBS
2026-03-16,Moneda Nacional (TAMN),17.03,porcentaje,anual,SBS
2026-03-16,Moneda Nacional (TAMN+1),18.03,porcentaje,anual,SBS
2026-03-16,Moneda Nacional (TAMN+2),19.03,porcentaje,anual,SBS
2026-03-16,Moneda Extranjera (TAMEX),9.77,porcentaje,anual,SBS
2026-03-17,Moneda Nacional (TAMN),17.06,porcentaje,anual,SBS
2026-03-17,Moneda Nacional (TAMN+1),18.06,porcentaje,anual,SBS
2026-03-17,Moneda Nacional (TAMN+2),19.06,porcentaje,anual,SBS
2026-03-17,Moneda Extranjera (TAMEX),9.78,porcentaje,anual,SBS
2026-03-18,Moneda Nacional (TAMN),17.07,porcentaje,anual,SBS
2026-03-18,Moneda Nacional (TAMN+1),18.07,porcentaje,anual,SBS
2026-03-18,Moneda Nacional (TAMN+2),19.07,porcentaje,anual,SBS
2026-03-18,Moneda Extranjera (TAMEX),9.82,porcentaje,anual,SBS
2026-03-19,Moneda Nacional (TAMN),17.08,porcentaje,anual,SBS
2026-03-19,Moneda Nacional (TAMN+1),18.08,porcentaje,anual,SBS
2026-03-19,Moneda Nacional (TAMN+2),19.08,porcentaje,anual,SBS
2026-03-19,Moneda Extranjera (TAMEX),9.76,porcentaje,anual,SBS
2026-03-20,Moneda Nacional (TAMN),17.07,porcentaje,anual,SBS
2026-03-20,Moneda Nacional (TAMN+1),18.07,porcentaje,anual,SBS
2026-03-20,Moneda Nacional (TAMN+2),19.07,porcentaje,anual,SBS
2026-03-20,Moneda Extranjera (TAMEX),9.76,porcentaje,anual,SBS
2026-03-21,Moneda Nacional (TAMN),17.04,porcentaje,anual,SBS
2026-03-21,Moneda Nacional (TAMN+1),18.04,porcentaje,anual,SBS
2026-03-21,Moneda Nacional (TAMN+2),19.04,porcentaje,anual,SBS
2026-03-21,Moneda Extranjera (TAMEX),9.75,porcentaje,anual,SBS
2026-03-22,Moneda Nacional (TAMN),17.04,porcentaje,anual,SBS
2026-03-22,Moneda Nacional (TAMN+1),18.04,porcentaje,anual,SBS
2026-03-22,Moneda Nacional (TAMN+2),19.04,porcentaje,anual,SBS
2026-03-22,Moneda Extranjera (TAMEX),9.75,porcentaje,anual,SBS
2026-03-23,Moneda Nacional (TAMN),17.04,porcentaje,anual,SBS
2026-03-23,Moneda Nacional (TAMN+1),18.04,porcentaje,anual,SBS
2026-03-23,Moneda Nacional (TAMN+2),19.04,porcentaje,anual,SBS
2026-03-23,Moneda Extranjera (TAMEX),9.75,porcentaje,anual,SBS
2026-03-24,Moneda Nacional (TAMN),16.99,porcentaje,anual,SBS
2026-03-24,Moneda Nacional (TAMN+1),17.99,porcentaje,anual,SBS
2026-03-24,Moneda Nacional (TAMN+2),18.99,porcentaje,anual,SBS
2026-03-24,Moneda Extranjera (TAMEX),9.71,porcentaje,anual,SBS
2026-03-25,Moneda Nacional (TAMN),16.1,porcentaje,anual,SBS
2026-03-25,Moneda Nacional (TAMN+1),17.1,porcentaje,anual,SBS
2026-03-25,Moneda Nacional (TAMN+2),18.1,porcentaje,anual,SBS
2026-03-25,Moneda Extranjera (TAMEX),9.63,porcentaje,anual,SBS
2026-03-26,Moneda Nacional (TAMN),16.12,porcentaje,anual,SBS
2026-03-26,Moneda Nacional (TAMN+1),17.12,porcentaje,anual,SBS
2026-03-26,Moneda Nacional (TAMN+2),18.12,porcentaje,anual,SBS
2026-03-26,Moneda Extranjera (TAMEX),9.71,porcentaje,anual,SBS
2026-03-27,Moneda Nacional (TAMN),16.16,porcentaje,anual,SBS
2026-03-27,Moneda Nacional (TAMN+1),17.16,porcentaje,anual,SBS
2026-03-27,Moneda Nacional (TAMN+2),18.16,porcentaje,anual,SBS
2026-03-27,Moneda Extranjera (TAMEX),9.72,porcentaje,anual,SBS
2026-03-28,Moneda Nacional (TAMN),16.13,porcentaje,anual,SBS
2026-03-28,Moneda Nacional (TAMN+1),17.13,porcentaje,anual,SBS
2026-03-28,Moneda Nacional (TAMN+2),18.13,porcentaje,anual,SBS
2026-03-28,Moneda Extranjera (TAMEX),9.65,porcentaje,anual,SBS
2026-03-29,Moneda Nacional (TAMN),16.13,porcentaje,anual,SBS
2026-03-29,Moneda Nacional (TAMN+1),17.13,porcentaje,anual,SBS
2026-03-29,Moneda Nacional (TAMN+2),18.13,porcentaje,anual,SBS
2026-03-29,Moneda Extranjera (TAMEX),9.65,porcentaje,anual,SBS
2026-03-30,Moneda Nacional (TAMN),16.13,porcentaje,anual,SBS
2026-03-30,Moneda Nacional (TAMN+1),17.13,porcentaje,anual,SBS
2026-03-30,Moneda Nacional (TAMN+2),18.13,porcentaje,anual,SBS
2026-03-30,Moneda Extranjera (TAMEX),9.65,porcentaje,anual,SBS
2026-03-31,Moneda Nacional (TAMN),16.18,porcentaje,anual,SBS
2026-03-31,Moneda Nacional (TAMN+1),17.18,porcentaje,anual,SBS
2026-03-31,Moneda Nacional (TAMN+2),18.18,porcentaje,anual,SBS
2026-03-31,Moneda Extranjera (TAMEX),9.72,porcentaje,anual,SBS
2026-04-01,Moneda Nacional (TAMN),16.29,porcentaje,anual,SBS
2026-04-01,Moneda Nacional (TAMN+1),17.29,porcentaje,anual,SBS
2026-04-01,Moneda Nacional (TAMN+2),18.29,porcentaje,anual,SBS
2026-04-01,Moneda Extranjera (TAMEX),9.83,porcentaje,anual,SBS
2026-04-02,Moneda Nacional (TAMN),16.32,porcentaje,anual,SBS
2026-04-02,Moneda Nacional (TAMN+1),17.32,porcentaje,anual,SBS
2026-04-02,Moneda Nacional (TAMN+2),18.32,porcentaje,anual,SBS
2026-04-02,Moneda Extranjera (TAMEX),9.8,porcentaje,anual,SBS
2026-04-03,Moneda Nacional (TAMN),16.32,porcentaje,anual,SBS
2026-04-03,Moneda Nacional (TAMN+1),17.32,porcentaje,anual,SBS
2026-04-03,Moneda Nacional (TAMN+2),18.32,porcentaje,anual,SBS
2026-04-03,Moneda Extranjera (TAMEX),9.8,porcentaje,anual,SBS
2026-04-04,Moneda Nacional (TAMN),16.32,porcentaje,anual,SBS
2026-04-04,Moneda Nacional (TAMN+1),17.32,porcentaje,anual,SBS
2026-04-04,Moneda Nacional (TAMN+2),18.32,porcentaje,anual,SBS
2026-04-04,Moneda Extranjera (TAMEX),9.8,porcentaje,anual,SBS
2026-04-05,Moneda Nacional (TAMN),16.32,porcentaje,anual,SBS
2026-04-05,Moneda Nacional (TAMN+1),17.32,porcentaje,anual,SBS
2026-04-05,Moneda Nacional (TAMN+2),18.32,porcentaje,anual,SBS
2026-04-05,Moneda Extranjera (TAMEX),9.8,porcentaje,anual,SBS
2026-04-06,Moneda Nacional (TAMN),16.32,porcentaje,anual,SBS
2026-04-06,Moneda Nacional (TAMN+1),17.32,porcentaje,anual,SBS
2026-04-06,Moneda Nacional (TAMN+2),18.32,porcentaje,anual,SBS
2026-04-06,Moneda Extranjera (TAMEX),9.8,porcentaje,anual,SBS
2026-04-07,Moneda Nacional (TAMN),16.18,porcentaje,anual,SBS
2026-04-07,Moneda Nacional (TAMN+1),17.18,porcentaje,anual,SBS
2026-04-07,Moneda Nacional (TAMN+2),18.18,porcentaje,anual,SBS
2026-04-07,Moneda Extranjera (TAMEX),9.72,porcentaje,anual,SBS
2026-04-08,Moneda Nacional (TAMN),16.14,porcentaje,anual,SBS
2026-04-08,Moneda Nacional (TAMN+1),17.14,porcentaje,anual,SBS
2026-04-08,Moneda Nacional (TAMN+2),18.14,porcentaje,anual,SBS
2026-04-08,Moneda Extranjera (TAMEX),9.65,porcentaje,anual,SBS
2026-04-09,Moneda Nacional (TAMN),16.11,porcentaje,anual,SBS
2026-04-09,Moneda Nacional (TAMN+1),17.11,porcentaje,anual,SBS
2026-04-09,Moneda Nacional (TAMN+2),18.11,porcentaje,anual,SBS
2026-04-09,Moneda Extranjera (TAMEX),9.62,porcentaje,anual,SBS
2026-04-10,Moneda Nacional (TAMN),16.13,porcentaje,anual,SBS
2026-04-10,Moneda Nacional (TAMN+1),17.13,porcentaje,anual,SBS
2026-04-10,Moneda Nacional (TAMN+2),18.13,porcentaje,anual,SBS
2026-04-10,Moneda Extranjera (TAMEX),9.62,porcentaje,anual,SBS
2026-04-11,Moneda Nacional (TAMN),16.15,porcentaje,anual,SBS
2026-04-11,Moneda Nacional (TAMN+1),17.15,porcentaje,anual,SBS
2026-04-11,Moneda Nacional (TAMN+2),18.15,porcentaje,anual,SBS
2026-04-11,Moneda Extranjera (TAMEX),9.63,porcentaje,anual,SBS
2026-04-12,Moneda Nacional (TAMN),16.15,porcentaje,anual,SBS
2026-04-12,Moneda Nacional (TAMN+1),17.15,porcentaje,anual,SBS
2026-04-12,Moneda Nacional (TAMN+2),18.15,porcentaje,anual,SBS
2026-04-12,Moneda Extranjera (TAMEX),9.63,porcentaje,anual,SBS
2026-04-13,Moneda Nacional (TAMN),16.15,porcentaje,anual,SBS
2026-04-13,Moneda Nacional (TAMN+1),17.15,porcentaje,anual,SBS
2026-04-13,Moneda Nacional (TAMN+2),18.15,porcentaje,anual,SBS
2026-04-13,Moneda Extranjera (TAMEX),9.63,porcentaje,anual,SBS
2026-04-14,Moneda Nacional (TAMN),16.2,porcentaje,anual,SBS
2026-04-14,Moneda Nacional (TAMN+1),17.2,porcentaje,anual,SBS
2026-04-14,Moneda Nacional (TAMN+2),18.2,porcentaje,anual,SBS
2026-04-14,Moneda Extranjera (TAMEX),9.64,porcentaje,anual,SBS
2026-04-15,Moneda Nacional (TAMN),16.29,porcentaje,anual,SBS
2026-04-15,Moneda Nacional (TAMN+1),17.29,porcentaje,anual,SBS
2026-04-15,Moneda Nacional (TAMN+2),18.29,porcentaje,anual,SBS
2026-04-15,Moneda Extranjera (TAMEX),9.7,porcentaje,anual,SBS
2026-04-16,Moneda Nacional (TAMN),16.3,porcentaje,anual,SBS
2026-04-16,Moneda Nacional (TAMN+1),17.3,porcentaje,anual,SBS
2026-04-16,Moneda Nacional (TAMN+2),18.3,porcentaje,anual,SBS
2026-04-16,Moneda Extranjera (TAMEX),9.66,porcentaje,anual,SBS
2026-04-17,Moneda Nacional (TAMN),16.25,porcentaje,anual,SBS
2026-04-17,Moneda Nacional (TAMN+1),17.25,porcentaje,anual,SBS
2026-04-17,Moneda Nacional (TAMN+2),18.25,porcentaje,anual,SBS
2026-04-17,Moneda Extranjera (TAMEX),9.67,porcentaje,anual,SBS
2026-04-18,Moneda Nacional (TAMN),16.22,porcentaje,anual,SBS
2026-04-18,Moneda Nacional (TAMN+1),17.22,porcentaje,anual,SBS
2026-04-18,Moneda Nacional (TAMN+2),18.22,porcentaje,anual,SBS
2026-04-18,Moneda Extranjera (TAMEX),9.61,porcentaje,anual,SBS
2026-04-19,Moneda Nacional (TAMN),16.22,porcentaje,anual,SBS
2026-04-19,Moneda Nacional (TAMN+1),17.22,porcentaje,anual,SBS
2026-04-19,Moneda Nacional (TAMN+2),18.22,porcentaje,anual,SBS
2026-04-19,Moneda Extranjera (TAMEX),9.61,porcentaje,anual,SBS
2026-04-20,Moneda Nacional (TAMN),16.22,porcentaje,anual,SBS
2026-04-20,Moneda Nacional (TAMN+1),17.22,porcentaje,anual,SBS
2026-04-20,Moneda Nacional (TAMN+2),18.22,porcentaje,anual,SBS
2026-04-20,Moneda Extranjera (TAMEX),9.61,porcentaje,anual,SBS
2026-04-21,Moneda Nacional (TAMN),16.2,porcentaje,anual,SBS
2026-04-21,Moneda Nacional (TAMN+1),17.2,porcentaje,anual,SBS
2026-04-21,Moneda Nacional (TAMN+2),18.2,porcentaje,anual,SBS
2026-04-21,Moneda Extranjera (TAMEX),9.58,porcentaje,anual,SBS
2026-04-22,Moneda Nacional (TAMN),16.2,porcentaje,anual,SBS
2026-04-22,Moneda Nacional (TAMN+1),17.2,porcentaje,anual,SBS
2026-04-22,Moneda Nacional (TAMN+2),18.2,porcentaje,anual,SBS
2026-04-22,Moneda Extranjera (TAMEX),9.54,porcentaje,anual,SBS
2026-04-23,Moneda Nacional (TAMN),16.14,porcentaje,anual,SBS
2026-04-23,Moneda Nacional (TAMN+1),17.14,porcentaje,anual,SBS
2026-04-23,Moneda Nacional (TAMN+2),18.14,porcentaje,anual,SBS
2026-04-23,Moneda Extranjera (TAMEX),9.47,porcentaje,anual,SBS
2026-04-24,Moneda Nacional (TAMN),16.14,porcentaje,anual,SBS
2026-04-24,Moneda Nacional (TAMN+1),17.14,porcentaje,anual,SBS
2026-04-24,Moneda Nacional (TAMN+2),18.14,porcentaje,anual,SBS
2026-04-24,Moneda Extranjera (TAMEX),9.49,porcentaje,anual,SBS
2026-04-25,Moneda Nacional (TAMN),16.16,porcentaje,anual,SBS
2026-04-25,Moneda Nacional (TAMN+1),17.16,porcentaje,anual,SBS
2026-04-25,Moneda Nacional (TAMN+2),18.16,porcentaje,anual,SBS
2026-04-25,Moneda Extranjera (TAMEX),9.5,porcentaje,anual,SBS
2026-04-26,Moneda Nacional (TAMN),16.16,porcentaje,anual,SBS
2026-04-26,Moneda Nacional (TAMN+1),17.16,porcentaje,anual,SBS
2026-04-26,Moneda Nacional (TAMN+2),18.16,porcentaje,anual,SBS
2026-04-26,Moneda Extranjera (TAMEX),9.5,porcentaje,anual,SBS
2026-04-27,Moneda Nacional (TAMN),16.16,porcentaje,anual,SBS
2026-04-27,Moneda Nacional (TAMN+1),17.16,porcentaje,anual,SBS
2026-04-27,Moneda Nacional (TAMN+2),18.16,porcentaje,anual,SBS
2026-04-27,Moneda Extranjera (TAMEX),9.5,porcentaje,anual,SBS
2026-04-29,Moneda Nacional (TAMN),16.32,porcentaje,anual,SBS
2026-04-29,Moneda Nacional (TAMN+1),17.32,porcentaje,anual,SBS
2026-04-29,Moneda Nacional (TAMN+2),18.32,porcentaje,anual,SBS
2026-04-29,Moneda Extranjera (TAMEX),9.66,porcentaje,anual,SBS
2026-04-30,Moneda Nacional (TAMN),16.34,porcentaje,anual,SBS
2026-04-30,Moneda Nacional (TAMN+1),17.34,porcentaje,anual,SBS
2026-04-30,Moneda Nacional (TAMN+2),18.34,porcentaje,anual,SBS
2026-04-30,Moneda Extranjera (TAMEX),9.69,porcentaje,anual,SBS
2026-05-01,Moneda Nacional (TAMN),16.31,porcentaje,anual,SBS
2026-05-01,Moneda Nacional (TAMN+1),17.31,porcentaje,anual,SBS
2026-05-01,Moneda Nacional (TAMN+2),18.31,porcentaje,anual,SBS
2026-05-01,Moneda Extranjera (TAMEX),9.61,porcentaje,anual,SBS
2026-05-02,Moneda Nacional (TAMN),16.31,porcentaje,anual,SBS
2026-05-02,Moneda Nacional (TAMN+1),17.31,porcentaje,anual,SBS
2026-05-02,Moneda Nacional (TAMN+2),18.31,porcentaje,anual,SBS
2026-05-02,Moneda Extranjera (TAMEX),9.61,porcentaje,anual,SBS
2026-05-03,Moneda Nacional (TAMN),16.31,porcentaje,anual,SBS
2026-05-03,Moneda Nacional (TAMN+1),17.31,porcentaje,anual,SBS
2026-05-03,Moneda Nacional (TAMN+2),18.31,porcentaje,anual,SBS
2026-05-03,Moneda Extranjera (TAMEX),9.61,porcentaje,anual,SBS
2026-05-04,Moneda Nacional (TAMN),16.31,porcentaje,anual,SBS
2026-05-04,Moneda Nacional (TAMN+1),17.31,porcentaje,anual,SBS
2026-05-04,Moneda Nacional (TAMN+2),18.31,porcentaje,anual,SBS
2026-05-04,Moneda Extranjera (TAMEX),9.61,porcentaje,anual,SBS
2026-05-05,Moneda Nacional (TAMN),16.3,porcentaje,anual,SBS
2026-05-05,Moneda Nacional (TAMN+1),17.3,porcentaje,anual,SBS
2026-05-05,Moneda Nacional (TAMN+2),18.3,porcentaje,anual,SBS
2026-05-05,Moneda Extranjera (TAMEX),9.67,porcentaje,anual,SBS
2026-05-06,Moneda Nacional (TAMN),16.43,porcentaje,anual,SBS
2026-05-06,Moneda Nacional (TAMN+1),17.43,porcentaje,anual,SBS
2026-05-06,Moneda Nacional (TAMN+2),18.43,porcentaje,anual,SBS
2026-05-06,Moneda Extranjera (TAMEX),9.63,porcentaje,anual,SBS
2026-05-07,Moneda Nacional (TAMN),16.33,porcentaje,anual,SBS
2026-05-07,Moneda Nacional (TAMN+1),17.33,porcentaje,anual,SBS
2026-05-07,Moneda Nacional (TAMN+2),18.33,porcentaje,anual,SBS
2026-05-07,Moneda Extranjera (TAMEX),9.52,porcentaje,anual,SBS
2026-05-08,Moneda Nacional (TAMN),16.31,porcentaje,anual,SBS
2026-05-08,Moneda Nacional (TAMN+1),17.31,porcentaje,anual,SBS
2026-05-08,Moneda Nacional (TAMN+2),18.31,porcentaje,anual,SBS
2026-05-08,Moneda Extranjera (TAMEX),9.52,porcentaje,anual,SBS
2026-05-09,Moneda Nacional (TAMN),16.33,porcentaje,anual,SBS
2026-05-09,Moneda Nacional (TAMN+1),17.33,porcentaje,anual,SBS
2026-05-09,Moneda Nacional (TAMN+2),18.33,porcentaje,anual,SBS
2026-05-09,Moneda Extranjera (TAMEX),9.53,porcentaje,anual,SBS
2026-05-10,Moneda Nacional (TAMN),16.33,porcentaje,anual,SBS
2026-05-10,Moneda Nacional (TAMN+1),17.33,porcentaje,anual,SBS
2026-05-10,Moneda Nacional (TAMN+2),18.33,porcentaje,anual,SBS
2026-05-10,Moneda Extranjera (TAMEX),9.53,porcentaje,anual,SBS
2026-05-11,Moneda Nacional (TAMN),16.33,porcentaje,anual,SBS
2026-05-11,Moneda Nacional (TAMN+1),17.33,porcentaje,anual,SBS
2026-05-11,Moneda Nacional (TAMN+2),18.33,porcentaje,anual,SBS
2026-05-11,Moneda Extranjera (TAMEX),9.53,porcentaje,anual,SBS
2026-05-12,Moneda Nacional (TAMN),16.36,porcentaje,anual,SBS
2026-05-12,Moneda Nacional (TAMN+1),17.36,porcentaje,anual,SBS
2026-05-12,Moneda Nacional (TAMN+2),18.36,porcentaje,anual,SBS
2026-05-12,Moneda Extranjera (TAMEX),9.5,porcentaje,anual,SBS
2026-05-13,Moneda Nacional (TAMN),16.5,porcentaje,anual,SBS
2026-05-13,Moneda Nacional (TAMN+1),17.5,porcentaje,anual,SBS
2026-05-13,Moneda Nacional (TAMN+2),18.5,porcentaje,anual,SBS
2026-05-13,Moneda Extranjera (TAMEX),9.57,porcentaje,anual,SBS
2026-05-14,Moneda Nacional (TAMN),16.53,porcentaje,anual,SBS
2026-05-14,Moneda Nacional (TAMN+1),17.53,porcentaje,anual,SBS
2026-05-14,Moneda Nacional (TAMN+2),18.53,porcentaje,anual,SBS
2026-05-14,Moneda Extranjera (TAMEX),9.57,porcentaje,anual,SBS
2026-05-15,Moneda Nacional (TAMN),16.57,porcentaje,anual,SBS
2026-05-15,Moneda Nacional (TAMN+1),17.57,porcentaje,anual,SBS
2026-05-15,Moneda Nacional (TAMN+2),18.57,porcentaje,anual,SBS
2026-05-15,Moneda Extranjera (TAMEX),9.52,porcentaje,anual,SBS
2026-05-16,Moneda Nacional (TAMN),16.58,porcentaje,anual,SBS
2026-05-16,Moneda Nacional (TAMN+1),17.58,porcentaje,anual,SBS
2026-05-16,Moneda Nacional (TAMN+2),18.58,porcentaje,anual,SBS
2026-05-16,Moneda Extranjera (TAMEX),9.51,porcentaje,anual,SBS
2026-05-17,Moneda Nacional (TAMN),16.58,porcentaje,anual,SBS
2026-05-17,Moneda Nacional (TAMN+1),17.58,porcentaje,anual,SBS
2026-05-17,Moneda Nacional (TAMN+2),18.58,porcentaje,anual,SBS
2026-05-17,Moneda Extranjera (TAMEX),9.51,porcentaje,anual,SBS
2026-05-18,Moneda Nacional (TAMN),16.58,porcentaje,anual,SBS
2026-05-18,Moneda Nacional (TAMN+1),17.58,porcentaje,anual,SBS
2026-05-18,Moneda Nacional (TAMN+2),18.58,porcentaje,anual,SBS
2026-05-18,Moneda Extranjera (TAMEX),9.51,porcentaje,anual,SBS
2026-05-19,Moneda Nacional (TAMN),16.52,porcentaje,anual,SBS
2026-05-19,Moneda Nacional (TAMN+1),17.52,porcentaje,anual,SBS
2026-05-19,Moneda Nacional (TAMN+2),18.52,porcentaje,anual,SBS
2026-05-19,Moneda Extranjera (TAMEX),9.51,porcentaje,anual,SBS
2026-05-20,Moneda Nacional (TAMN),16.49,porcentaje,anual,SBS
2026-05-20,Moneda Nacional (TAMN+1),17.49,porcentaje,anual,SBS
2026-05-20,Moneda Nacional (TAMN+2),18.49,porcentaje,anual,SBS
2026-05-20,Moneda Extranjera (TAMEX),9.5,porcentaje,anual,SBS
2026-05-21,Moneda Nacional (TAMN),16.48,porcentaje,anual,SBS
2026-05-21,Moneda Nacional (TAMN+1),17.48,porcentaje,anual,SBS
2026-05-21,Moneda Nacional (TAMN+2),18.48,porcentaje,anual,SBS
2026-05-21,Moneda Extranjera (TAMEX),9.48,porcentaje,anual,SBS
2026-05-22,Moneda Nacional (TAMN),16.33,porcentaje,anual,SBS
2026-05-22,Moneda Nacional (TAMN+1),17.33,porcentaje,anual,SBS
2026-05-22,Moneda Nacional (TAMN+2),18.33,porcentaje,anual,SBS
2026-05-22,Moneda Extranjera (TAMEX),9.33,porcentaje,anual,SBS
2026-05-23,Moneda Nacional (TAMN),16.32,porcentaje,anual,SBS
2026-05-23,Moneda Nacional (TAMN+1),17.32,porcentaje,anual,SBS
2026-05-23,Moneda Nacional (TAMN+2),18.32,porcentaje,anual,SBS
2026-05-23,Moneda Extranjera (TAMEX),9.33,porcentaje,anual,SBS
2026-05-24,Moneda Nacional (TAMN),16.32,porcentaje,anual,SBS
2026-05-24,Moneda Nacional (TAMN+1),17.32,porcentaje,anual,SBS
2026-05-24,Moneda Nacional (TAMN+2),18.32,porcentaje,anual,SBS
2026-05-24,Moneda Extranjera (TAMEX),9.33,porcentaje,anual,SBS
2026-05-25,Moneda Nacional (TAMN),16.32,porcentaje,anual,SBS
2026-05-25,Moneda Nacional (TAMN+1),17.32,porcentaje,anual,SBS
2026-05-25,Moneda Nacional (TAMN+2),18.32,porcentaje,anual,SBS
2026-05-25,Moneda Extranjera (TAMEX),9.33,porcentaje,anual,SBS
2026-05-26,Moneda Nacional (TAMN),16.34,porcentaje,anual,SBS
2026-05-26,Moneda Nacional (TAMN+1),17.34,porcentaje,anual,SBS
